ID,Pos,Type
30112_HCMC_2009,7,type2
EG1023_HCMC_2009,6,type2
EG0159_HCMC_2007,3,type1
30100_HCMC_2009,6,type2
20261_HCMC_2009,6,type2
KH38_HCMC_2009,3,type1
EG0425_HCMC_2008,3,type1
MS0069_HCMC_1995,6,type2
DE1191_HCMC_2002,6,type2
30100_HCMC_2009,3,type1
KH55_HCMC_2010,6,type2
30172_HCMC_2009,4,type1
MS0070_HCMC_1995,7,type2
KH24_HCMC_2009,2,type1
20070_HCMC_2009,2,type1
30387_HCMC_2010,6,type2
20228_HCMC_2009,5,type2
DE1404_HCMC_2002,3,type1
30387_HCMC_2010,4,type1
EG0365_HCMC_2007,7,type2
10014_HCMC_2009,7,type2
DE1336_HCMC_2002,5,type2
EG0395_HCMC_2007,2,type1
EG1023_HCMC_2009,5,type2
KH43_HCMC_2010,1,type1
HUE60_HCMC_2010,4,type1
EG0304_HCMC_2006,8,type2
DE0846_HCMC_2001,1,type1
20261_HCMC_2009,8,type2
KH06_HCMC_2009,2,type1
DE0477_HCMC_2000,1,type1
DE0891_HCMC_2001,8,type2
EG0357_HCMC_2007,2,type1
HUE22_HCMC_2009,1,type1
KH16_HCMC_2009,8,type2
EG0472_HCMC_2008,6,type2
KH04_HCMC_2009,8,type2
MS0119_HCMC_1996,3,type1
30451_HCMC_2010,3,type1
HUE27_HCMC_2009,1,type1
KH17_HCMC_2009,7,type2
EG0373_HCMC_2007,8,type2
HUE05_HCMC_2008,6,type2
HUE17_HCMC_2009,3,type1
EG0129_HCMC_2007,2,type1
HUE55_HCMC_2010,5,type2
EG0313_HCMC_2006,6,type2
MS0110_HCMC_1996,2,type1
KH28_HCMC_2009,8,type2
KH40_HCMC_2009,7,type2
10320_HCMC_2010,7,type2
KH18_HCMC_2009,2,type1
HUE31_HCMC_2009,5,type2
30054_HCMC_2009,6,type2
EG1017_HCMC_2009,8,type2
KH27_HCMC_2009,7,type2
EG0373_HCMC_2007,1,type1
30003_HCMC_2009,7,type2
EG0392_HCMC_2007,3,type1
EG0430_HCMC_2008,3,type1
EG0395_HCMC_2007,7,type2
HUE30_HCMC_2009,7,type2
30172_HCMC_2009,2,type1
10320_HCMC_2010,2,type1
EG0451_HCMC_2008,7,type2
HUE24_HCMC_2009,4,type1
30037_HCMC_2009,5,type2
KH41_HCMC_2009,1,type1
HUE47_HCMC_2009,8,type2
KH06_HCMC_2009,3,type1
20023_HCMC_2009,4,type1
HUE60_HCMC_2010,2,type1
EG1021_HCMC_2009,8,type2
DE1191_HCMC_2002,7,type2
10320_HCMC_2010,3,type1
EG0255_HCMC_2008,5,type2
10188_HCMC_2009,3,type1
20021_HCMC_2009,6,type2
EG1015_HCMC_2009,1,type1
10115_HCMC_2009,2,type1
10115_HCMC_2009,3,type1
KH55_HCMC_2010,7,type2
KH06_HCMC_2009,1,type1
HUE48_HCMC_2009,8,type2
MS0128_HCMC_1996,4,type1
HUE29_HCMC_2009,4,type1
EG1018_HCMC_2009,5,type2
KH53_HCMC_2010,3,type1
KH45_HCMC_2010,5,type2
EG0430_HCMC_2008,1,type1
MS0069_HCMC_1995,5,type2
10014_HCMC_2009,2,type1
10031_HCMC_2009,8,type2
HUE16_HCMC_2009,4,type1
30387_HCMC_2010,1,type1
KH18_HCMC_2009,4,type1
EG0318_HCMC_2006,8,type2
EG1004_HCMC_2008,8,type2
MS0111_HCMC_1996,6,type2
30059_HCMC_2009,1,type1
30124_HCMC_2009,3,type1
HUE34_HCMC_2009,5,type2
KH57_HCMC_2010,4,type1
MS0128_HCMC_1996,1,type1
MS0004_HCMC_1995,8,type2
DE1063_HCMC_2002,2,type1
10134_HCMC_2009,3,type1
30010_HCMC_2009,5,type2
HUE60_HCMC_2010,6,type2
EG0204_HCMC_2008,7,type2
HUE29_HCMC_2009,1,type1
EG0313_HCMC_2006,8,type2
HUE57_HCMC_2010,6,type2
KH35_HCMC_2009,7,type2
HUE34_HCMC_2009,1,type1
EG0315_HCMC_2006,6,type2
EG0390_HCMC_2007,8,type2
30371_HCMC_2009,6,type2
EG0315_HCMC_2006,8,type2
10073_HCMC_2009,8,type2
EG1023_HCMC_2009,2,type1
HUE33_HCMC_2009,5,type2
HUE02_HCMC_2008,2,type1
HUE26_HCMC_2009,3,type1
HUE29_HCMC_2009,2,type1
EG0410_HCMC_2007,1,type1
EG1023_HCMC_2009,1,type1
EG0395_HCMC_2007,8,type2
DE1191_HCMC_2002,4,type1
DE1198_HCMC_2002,3,type1
MS0034_HCMC_1995,6,type2
HUE33_HCMC_2009,6,type2
KH12_HCMC_2009,5,type2
EG1015_HCMC_2009,3,type1
DE1486_HCMC_2002,8,type2
KH12_HCMC_2009,3,type1
EG1019_HCMC_2009,7,type2
EG0393_HCMC_2007,2,type1
HUE32_HCMC_2009,4,type1
HUE46_HCMC_2009,7,type2
EG1001_HCMC_2008,4,type1
20343_HCMC_2009,8,type2
20021_HCMC_2009,2,type1
EG0204_HCMC_2008,1,type1
EG0159_HCMC_2007,2,type1
HUE29_HCMC_2009,5,type2
EG0318_HCMC_2006,4,type1
HUE19_HCMC_2009,8,type2
20021_HCMC_2009,1,type1
MS0032_HCMC_1995,8,type2
KH14_HCMC_2009,6,type2
HUE67_HCMC_2010,7,type2
KH12_HCMC_2009,4,type1
EG0425_HCMC_2008,8,type2
DE0248_HCMC_2000,1,type1
EG0401_HCMC_2007,5,type2
MS0034_HCMC_1995,7,type2
30164_HCMC_2009,1,type1
KH11_HCMC_2009,5,type2
HUE46_HCMC_2009,5,type2
MS0048_HCMC_1995,2,type1
HUE32_HCMC_2009,3,type1
MS0063_HCMC_1995,2,type1
HUE42_HCMC_2009,5,type2
EG0388_HCMC_2007,8,type2
KH07_HCMC_2009,8,type2
DE0965_HCMC_2001,2,type1
EG1014_HCMC_2009,3,type1
KH16_HCMC_2009,2,type1
EG1008_HCMC_2008,5,type2
KH35_HCMC_2009,5,type2
DE0900_HCMC_2001,2,type1
30172_HCMC_2009,6,type2
DE1256_HCMC_2002,8,type2
EG0318_HCMC_2006,5,type2
10134_HCMC_2009,6,type2
HUE27_HCMC_2009,3,type1
KH02_HCMC_2009,8,type2
DE1191_HCMC_2002,3,type1
HUE24_HCMC_2009,7,type2
EG1008_HCMC_2008,1,type1
EG0385_HCMC_2007,7,type2
HUE48_HCMC_2009,3,type1
DE0127_HCMC_2000,1,type1
EG0385_HCMC_2007,8,type2
HUE29_HCMC_2009,8,type2
EG0375_HCMC_2007,1,type1
30164_HCMC_2009,8,type2
30451_HCMC_2010,1,type1
DE0655_HCMC_2001,1,type1
DE1140_HCMC_2002,6,type2
DE0654_HCMC_2001,2,type1
KH06_HCMC_2009,4,type1
30387_HCMC_2010,8,type2
KH33_HCMC_2009,1,type1
10014_HCMC_2009,1,type1
10102_HCMC_2009,6,type2
30003_HCMC_2009,1,type1
10188_HCMC_2009,2,type1
EG0315_HCMC_2006,7,type2
30037_HCMC_2009,8,type2
20006_HCMC_2009,2,type1
KH11_HCMC_2009,2,type1
MS0128_HCMC_1996,3,type1
DE1150_HCMC_2002,7,type2
30233_HCMC_2009,4,type1
DE0306_HCMC_2000,4,type1
KH32_HCMC_2009,4,type1
KH27_HCMC_2009,5,type2
10320_HCMC_2010,1,type1
30073_HCMC_2009,7,type2
KH02_HCMC_2009,1,type1
HUE30_HCMC_2009,3,type1
EG0425_HCMC_2008,1,type1
DE0654_HCMC_2001,8,type2
KH19_HCMC_2009,3,type1
MS0039_HCMC_1995,6,type2
KH09_HCMC_2009,8,type2
HUE60_HCMC_2010,1,type1
EG1008_HCMC_2008,6,type2
EG0369_HCMC_2007,3,type1
10035_HCMC_2009,8,type2
HUE32_HCMC_2009,6,type2
MS0070_HCMC_1995,6,type2
EG1014_HCMC_2009,5,type2
KH07_HCMC_2009,5,type2
HUE25_HCMC_2009,6,type2
EG1014_HCMC_2009,2,type1
HUE64_HCMC_2010,8,type2
EG0388_HCMC_2007,1,type1
EG0365_HCMC_2007,6,type2
30100_HCMC_2009,5,type2
30371_HCMC_2009,1,type1
HUE64_HCMC_2010,4,type1
20006_HCMC_2009,1,type1
20006_HCMC_2009,8,type2
HUE30_HCMC_2009,4,type1
KH33_HCMC_2009,8,type2
DE0685_HCMC_2001,7,type2
10063_HCMC_2009,3,type1
10060_HCMC_2009,8,type2
HUE16_HCMC_2009,7,type2
KH30_HCMC_2009,2,type1
DE0579_HCMC_2001,2,type1
KH13_HCMC_2009,2,type1
10031_HCMC_2009,4,type1
MS0065_HCMC_1995,2,type1
10071_HCMC_2009,7,type2
MS0110_HCMC_1996,4,type1
EG0386_HCMC_2007,3,type1
KH37_HCMC_2009,6,type2
30366_HCMC_2009,8,type2
EG1020_HCMC_2009,5,type2
KH35_HCMC_2009,4,type1
EG1016_HCMC_2009,8,type2
HUE53_HCMC_2010,6,type2
MS0128_HCMC_1996,6,type2
20021_HCMC_2009,5,type2
HUE23_HCMC_2009,8,type2
KH09_HCMC_2009,7,type2
EG0404_HCMC_2007,3,type1
DE0611_HCMC_2001,1,type1
KH15_HCMC_2009,3,type1
HUE19_HCMC_2009,3,type1
DE0489_HCMC_2000,1,type1
KH42_HCMC_2010,5,type2
EG1022_HCMC_2009,7,type2
EG0372_HCMC_2007,5,type2
DE0685_HCMC_2001,4,type1
30073_HCMC_2009,1,type1
KH32_HCMC_2009,2,type1
KH28_HCMC_2009,6,type2
HUE50_HCMC_2009,1,type1
DE0295_HCMC_2000,3,type1
EG1001_HCMC_2008,5,type2
HUE17_HCMC_2009,5,type2
10152_HCMC_2009,7,type2
20023_HCMC_2009,8,type2
30371_HCMC_2009,3,type1
KH45_HCMC_2010,6,type2
HUE48_HCMC_2009,7,type2
EG1017_HCMC_2009,4,type1
20021_HCMC_2009,8,type2
HUE42_HCMC_2009,4,type1
HUE32_HCMC_2009,5,type2
EG0425_HCMC_2008,5,type2
EG0357_HCMC_2007,7,type2
10031_HCMC_2009,6,type2
KH14_HCMC_2009,1,type1
EG0357_HCMC_2007,5,type2
DE0490_HCMC_2000,1,type1
EG0394_HCMC_2007,2,type1
EG0451_HCMC_2008,1,type1
EG0383_HCMC_2007,3,type1
DE0900_HCMC_2001,3,type1
KH26_HCMC_2009,7,type2
30073_HCMC_2009,5,type2
EG1008_HCMC_2008,2,type1
DE1063_HCMC_2002,5,type2
HUE17_HCMC_2009,8,type2
10035_HCMC_2009,1,type1
EG1023_HCMC_2009,7,type2
HUE47_HCMC_2009,7,type2
10365_HCMC_2010,6,type2
MS0034_HCMC_1995,2,type1
KH23_HCMC_2009,6,type2
KH55_HCMC_2010,4,type1
EG0369_HCMC_2007,7,type2
30100_HCMC_2009,4,type1
10060_HCMC_2009,1,type1
EG0159_HCMC_2007,7,type2
EG0467_HCMC_2008,2,type1
KH10_HCMC_2009,2,type1
MS0065_HCMC_1995,4,type1
DE1486_HCMC_2002,3,type1
KH19_HCMC_2009,1,type1
20070_HCMC_2009,1,type1
DE0477_HCMC_2000,2,type1
MS0070_HCMC_1995,1,type1
EG0430_HCMC_2008,2,type1
KH21_HCMC_2009,2,type1
DE0295_HCMC_2000,2,type1
HUE16_HCMC_2009,5,type2
10071_HCMC_2009,6,type2
30169_HCMC_2009,1,type1
EG0404_HCMC_2007,7,type2
KH32_HCMC_2009,5,type2
KH17_HCMC_2009,5,type2
30387_HCMC_2010,2,type1
10060_HCMC_2009,4,type1
KH10_HCMC_2009,7,type2
EG0357_HCMC_2007,4,type1
10320_HCMC_2010,8,type2
DE0846_HCMC_2001,2,type1
KH15_HCMC_2009,6,type2
EG0362_HCMC_2007,3,type1
DE1486_HCMC_2002,7,type2
HUE34_HCMC_2009,8,type2
DE1191_HCMC_2002,8,type2
KH43_HCMC_2010,6,type2
DE0816_HCMC_2001,8,type2
DE1150_HCMC_2002,1,type1
KH38_HCMC_2009,6,type2
30010_HCMC_2009,8,type2
KH07_HCMC_2009,1,type1
30037_HCMC_2009,2,type1
DE1209_HCMC_2002,7,type2
HUE53_HCMC_2010,4,type1
DE1486_HCMC_2002,5,type2
EG1016_HCMC_2009,7,type2
EG1025_HCMC_2009,8,type2
10188_HCMC_2009,1,type1
HUE46_HCMC_2009,3,type1
EG0404_HCMC_2007,5,type2
KH20_HCMC_2009,4,type1
DE0489_HCMC_2000,3,type1
10365_HCMC_2010,3,type1
HUE40_HCMC_2009,5,type2
HUE40_HCMC_2009,8,type2
DE1336_HCMC_2002,7,type2
KH53_HCMC_2010,1,type1
KH20_HCMC_2009,7,type2
30174_HCMC_2009,3,type1
EG1001_HCMC_2008,7,type2
10111_HCMC_2009,7,type2
HUE26_HCMC_2009,5,type2
HUE42_HCMC_2009,6,type2
KH33_HCMC_2009,2,type1
DE1140_HCMC_2002,8,type2
DE0248_HCMC_2000,4,type1
KH35_HCMC_2009,8,type2
HUE21_HCMC_2009,3,type1
20343_HCMC_2009,4,type1
EG0467_HCMC_2008,3,type1
10188_HCMC_2009,5,type2
EG0472_HCMC_2008,2,type1
EG0204_HCMC_2008,4,type1
EG1008_HCMC_2008,7,type2
EG0401_HCMC_2007,4,type1
10073_HCMC_2009,6,type2
30100_HCMC_2009,2,type1
10071_HCMC_2009,2,type1
10035_HCMC_2009,5,type2
10263_HCMC_2009,4,type1
10263_HCMC_2009,3,type1
DE1318_HCMC_2002,6,type2
HUE68_HCMC_2010,4,type1
DE0885_HCMC_2001,6,type2
HUE55_HCMC_2010,6,type2
HUE26_HCMC_2009,4,type1
KH26_HCMC_2009,8,type2
DE0900_HCMC_2001,8,type2
DE1063_HCMC_2002,7,type2
30169_HCMC_2009,5,type2
EG0379_HCMC_2007,3,type1
HUE31_HCMC_2009,3,type1
DE0489_HCMC_2000,4,type1
10134_HCMC_2009,7,type2
MS0110_HCMC_1996,6,type2
KH07_HCMC_2009,4,type1
DE0303_HCMC_2000,8,type2
EG0393_HCMC_2007,6,type2
DE0654_HCMC_2001,7,type2
EG0401_HCMC_2007,2,type1
HUE25_HCMC_2009,2,type1
DE1486_HCMC_2002,6,type2
HUE62_HCMC_2010,4,type1
30172_HCMC_2009,3,type1
DE1209_HCMC_2002,1,type1
10035_HCMC_2009,6,type2
DE0127_HCMC_2000,5,type2
EG0394_HCMC_2007,7,type2
HUE05_HCMC_2008,4,type1
HUE53_HCMC_2010,1,type1
30162_HCMC_2009,6,type2
HUE62_HCMC_2010,6,type2
20094_HCMC_2009,7,type2
DE0490_HCMC_2000,2,type1
HUE42_HCMC_2009,1,type1
HUE40_HCMC_2009,1,type1
10021_HCMC_2009,5,type2
EG0388_HCMC_2007,2,type1
EG0365_HCMC_2007,1,type1
HUE62_HCMC_2010,8,type2
30451_HCMC_2010,6,type2
KH20_HCMC_2009,5,type2
EG1018_HCMC_2009,3,type1
DE0248_HCMC_2000,8,type2
EG0369_HCMC_2007,6,type2
HUE23_HCMC_2009,1,type1
HUE24_HCMC_2009,8,type2
30174_HCMC_2009,8,type2
EG0357_HCMC_2007,8,type2
30174_HCMC_2009,6,type2
KH40_HCMC_2009,3,type1
30366_HCMC_2009,3,type1
DE1140_HCMC_2002,5,type2
KH02_HCMC_2009,5,type2
30112_HCMC_2009,8,type2
30124_HCMC_2009,5,type2
DE1150_HCMC_2002,5,type2
KH45_HCMC_2010,3,type1
EG0129_HCMC_2007,5,type2
30164_HCMC_2009,7,type2
30164_HCMC_2009,5,type2
MS0032_HCMC_1995,6,type2
KH10_HCMC_2009,6,type2
DE0965_HCMC_2001,6,type2
10073_HCMC_2009,7,type2
EG0375_HCMC_2007,6,type2
HUE46_HCMC_2009,4,type1
KH30_HCMC_2009,6,type2
EG1022_HCMC_2009,8,type2
EG0388_HCMC_2007,4,type1
HUE48_HCMC_2009,6,type2
KH34_HCMC_2009,6,type2
30293_HCMC_2009,6,type2
HUE30_HCMC_2009,6,type2
20263_HCMC_2009,5,type2
30233_HCMC_2009,1,type1
HUE26_HCMC_2009,1,type1
DE0199_HCMC_2000,6,type2
30169_HCMC_2009,4,type1
KH13_HCMC_2009,1,type1
MS0004_HCMC_1995,7,type2
KH07_HCMC_2009,2,type1
DE1198_HCMC_2002,1,type1
HUE02_HCMC_2008,1,type1
KH10_HCMC_2009,5,type2
30071_HCMC_2009,4,type1
10263_HCMC_2009,7,type2
10093_HCMC_2009,2,type1
20094_HCMC_2009,3,type1
HUE67_HCMC_2010,1,type1
HUE22_HCMC_2009,2,type1
DE0303_HCMC_2000,5,type2
10031_HCMC_2009,2,type1
DE1404_HCMC_2002,7,type2
HUE29_HCMC_2009,3,type1
10093_HCMC_2009,7,type2
MS0083_HCMC_1996,2,type1
HUE19_HCMC_2009,1,type1
EG0390_HCMC_2007,1,type1
KH28_HCMC_2009,2,type1
EG0315_HCMC_2006,4,type1
EG0309_HCMC_2006,8,type2
DE0427_HCMC_2000,2,type1
MS0102_HCMC_1996,8,type2
HUE20_HCMC_2009,1,type1
EG0394_HCMC_2007,8,type2
KH26_HCMC_2009,5,type2
30293_HCMC_2009,2,type1
30172_HCMC_2009,7,type2
KH43_HCMC_2010,3,type1
EG1022_HCMC_2009,2,type1
HUE42_HCMC_2009,3,type1
HUE67_HCMC_2010,2,type1
HUE16_HCMC_2009,8,type2
20070_HCMC_2009,6,type2
DE0891_HCMC_2001,2,type1
10060_HCMC_2009,6,type2
HUE64_HCMC_2010,7,type2
KH16_HCMC_2009,1,type1
EG0385_HCMC_2007,2,type1
KH53_HCMC_2010,8,type2
EG1020_HCMC_2009,2,type1
HUE16_HCMC_2009,1,type1
MS0063_HCMC_1995,5,type2
DE1256_HCMC_2002,6,type2
MS0065_HCMC_1995,3,type1
DE0248_HCMC_2000,5,type2
10035_HCMC_2009,2,type1
10135_HCMC_2009,4,type1
DE0427_HCMC_2000,4,type1
EG0392_HCMC_2007,5,type2
MS0039_HCMC_1995,8,type2
EG0304_HCMC_2006,6,type2
10063_HCMC_2009,6,type2
DE0900_HCMC_2001,1,type1
KH26_HCMC_2009,1,type1
HUE30_HCMC_2009,2,type1
10320_HCMC_2010,5,type2
10159_HCMC_2009,5,type2
MS0070_HCMC_1995,4,type1
EG0304_HCMC_2006,4,type1
EG0395_HCMC_2007,1,type1
KH20_HCMC_2009,3,type1
EG0472_HCMC_2008,1,type1
10093_HCMC_2009,3,type1
HUE24_HCMC_2009,5,type2
EG0362_HCMC_2007,6,type2
DE0115_HCMC_2000,2,type1
HUE43_HCMC_2009,2,type1
EG0393_HCMC_2007,1,type1
HUE47_HCMC_2009,1,type1
DE1198_HCMC_2002,4,type1
HUE20_HCMC_2009,5,type2
DE0891_HCMC_2001,5,type2
MS0034_HCMC_1995,5,type2
KH37_HCMC_2009,7,type2
DE0427_HCMC_2000,3,type1
10115_HCMC_2009,6,type2
10159_HCMC_2009,1,type1
EG1024_HCMC_2009,1,type1
KH28_HCMC_2009,3,type1
HUE20_HCMC_2009,7,type2
HUE21_HCMC_2009,1,type1
HUE34_HCMC_2009,3,type1
HUE50_HCMC_2009,4,type1
MS0063_HCMC_1995,4,type1
KH38_HCMC_2009,8,type2
EG0372_HCMC_2007,3,type1
DE1198_HCMC_2002,2,type1
MS0069_HCMC_1995,2,type1
EG1019_HCMC_2009,1,type1
KH54_HCMC_2010,6,type2
EG0255_HCMC_2008,1,type1
KH21_HCMC_2009,6,type2
DE0199_HCMC_2000,5,type2
KH40_HCMC_2009,5,type2
DE0127_HCMC_2000,7,type2
EG0159_HCMC_2007,5,type2
20261_HCMC_2009,2,type1
HUE21_HCMC_2009,2,type1
DE1318_HCMC_2002,5,type2
MS0004_HCMC_1995,2,type1
EG1014_HCMC_2009,7,type2
EG0357_HCMC_2007,1,type1
HUE31_HCMC_2009,6,type2
KH13_HCMC_2009,3,type1
KH21_HCMC_2009,7,type2
KH40_HCMC_2009,1,type1
EG1015_HCMC_2009,8,type2
EG0383_HCMC_2007,6,type2
MS0119_HCMC_1996,4,type1
EG0362_HCMC_2007,2,type1
DE1209_HCMC_2002,2,type1
KH05_HCMC_2009,2,type1
DE0611_HCMC_2001,6,type2
20037_HCMC_2009,4,type1
EG0410_HCMC_2007,2,type1
30450_HCMC_2010,4,type1
EG1025_HCMC_2009,3,type1
HUE05_HCMC_2008,1,type1
EG0379_HCMC_2007,8,type2
DE0816_HCMC_2001,4,type1
EG0383_HCMC_2007,7,type2
20263_HCMC_2009,6,type2
EG0410_HCMC_2007,8,type2
EG0204_HCMC_2008,8,type2
HUE26_HCMC_2009,7,type2
EG0401_HCMC_2007,6,type2
KH30_HCMC_2009,4,type1
MS0065_HCMC_1995,8,type2
MS0065_HCMC_1995,7,type2
EG1021_HCMC_2009,2,type1
MS0065_HCMC_1995,1,type1
DE0295_HCMC_2000,7,type2
EG0375_HCMC_2007,5,type2
HUE55_HCMC_2010,7,type2
30054_HCMC_2009,5,type2
EG1016_HCMC_2009,2,type1
20343_HCMC_2009,5,type2
EG1024_HCMC_2009,6,type2
MS0032_HCMC_1995,3,type1
30037_HCMC_2009,6,type2
DE0306_HCMC_2000,6,type2
30071_HCMC_2009,7,type2
KH09_HCMC_2009,1,type1
KH33_HCMC_2009,5,type2
HUE58_HCMC_2010,6,type2
DE0885_HCMC_2001,5,type2
HUE33_HCMC_2009,8,type2
DE0816_HCMC_2001,1,type1
DE0477_HCMC_2000,5,type2
KH05_HCMC_2009,1,type1
30003_HCMC_2009,2,type1
EG0472_HCMC_2008,8,type2
30008_HCMC_2009,8,type2
EG1021_HCMC_2009,7,type2
KH23_HCMC_2009,5,type2
KH16_HCMC_2009,4,type1
KH57_HCMC_2010,7,type2
DE1140_HCMC_2002,3,type1
KH25_HCMC_2009,1,type1
EG0472_HCMC_2008,5,type2
DE0489_HCMC_2000,5,type2
EG0394_HCMC_2007,5,type2
HUE19_HCMC_2009,5,type2
30169_HCMC_2009,8,type2
HUE58_HCMC_2010,3,type1
KH38_HCMC_2009,7,type2
20094_HCMC_2009,8,type2
KH40_HCMC_2009,2,type1
EG0401_HCMC_2007,7,type2
30037_HCMC_2009,7,type2
KH37_HCMC_2009,2,type1
HUE19_HCMC_2009,2,type1
EG0388_HCMC_2007,7,type2
30450_HCMC_2010,1,type1
